repo_id,repo_name,repo_stars,repo_forks,repo_language
68642868.0,robertoaflores/Gooey,4,0,Java
70946612.0,khuzzuk/kyma,0,0,Java
71817423.0,lpenap/java-monitor-example,2,3,Java
71932349.0,ray-project/ray,38259,6665,Python
72734122.0,prodigy4440/Os,0,0,Java
73897623.0,danzone/javahelloworld,0,0,Java
77171356.0,Photon-GitHub/AntiCheatAddition,169,54,Java
77464055.0,finepix/image2Char,3,2,Java
77832818.0,TulevaEE/onboarding-service,26,8,Java
78091690.0,nilarte/personal-projects,0,22,Java
79278811.0,saylenty/Eight-queens-enhanced,0,0,Java
80304711.0,TheOneSV/GatherTheEggs,0,0,Java
80317668.0,STDevAndroid/Palindromo,0,0,Java
80989544.0,akashseth/The-Pedal-app,0,1,Java
81118580.0,codefitz/Pixel-Spacebase-OG,0,0,Java
82096860.0,LeonardoFerreti/forcadeVenda,0,0,Java
82363576.0,net2927/helloworld,0,0,Java
82985673.0,lkyprogramer/Word2VEC_java,1,0,Java
83931976.0,codefitz/Pixel-Spacebase,9,3,Java
84609981.0,ligoj/bootstrap,5,1,Java
84975159.0,Dorshitrit/GetPlace,0,0,Java
85291899.0,tianwei630/hr,0,0,JavaScript
87109114.0,Chaiavi/TextToEmotion,1,1,Java
87798214.0,strix3000/ModelBasedRestTests,0,0,Java
88158395.0,tls-attacker/ModifiableVariable,8,5,Java
88968225.0,xieyuhui728/spring-framework,0,0,Java
89221572.0,DataDog/dd-trace-java,654,311,Java
91420921.0,Jesusrz001/LyricSearch,0,0,Java
91797767.0,mafentakis/ibmmqtest,1,0,Java
92636493.0,charmicat/MyChime,0,0,Java
94192719.0,ertra/play-framework-by-example,6,3,Java
95853570.0,Srikanth764/spring-developer,0,0,Java
96181675.0,deepshah21/deep,0,0,Java
96636190.0,khodaparast/Cluster,0,0,Java
96929679.0,xpinjection/test-driven-spring-boot,106,85,Java
97228294.0,suryap085/TrendingVideos,0,0,Java
99942004.0,GokulViswanathan/Gokul,0,0,Java
100727322.0,Imrichkoch/Zadanie-V-pis-obsahu-adres-ra,0,0,Java
101777356.0,genew1970/power-level,0,0,HTML
102217737.0,rgunczer/1945tokyorush,0,0,Java
102281810.0,diniodinev/microservice-application,0,0,Java
102452237.0,jankod/DigestedProteinDB,1,0,Java
103571773.0,Ankitpatel43/HotelBooking_solo,0,0,Java
103757817.0,johnny-la/go-compiler,0,0,Java
103949502.0,alexvinall/morf,0,0,Java
104151830.0,OllieReynolds/ASCII_Raymarcher,1,0,Java
105290507.0,flux-capacitor-io/flux-capacitor-client,23,3,Java
106872617.0,jkuocareer/Coding.Exercise,0,0,Java
108841363.0,shihabcsedu09/sprint-boot-sample-project,0,2,Java
110082258.0,Harshak1/GerritCodeReview,0,0,Java
110861686.0,fattahpour/uap,2,2,Java
111569966.0,lpenap/cipher,0,0,Java
111667808.0,kennethteh90/react-note-app-redo,0,0,JavaScript
115448271.0,nczempin/NICNAC16-DISASS,0,0,C++
116324992.0,sivarp/spring-sample,0,0,Java
116880416.0,Shushann/sfl,0,0,Java
118303983.0,jasonwang82/FibonacciRestful,0,1,Java
118357881.0,piotr-gorczynski/Soccer,0,0,Java
119057027.0,MetricsHub/jawk,6,0,Java
121779306.0,anayonkars/example-axon,0,1,Java
121944345.0,kennethteh90/vue-feedback-app,0,0,JavaScript
124123475.0,Lotrax/prime,0,0,Java
124690008.0,sudhansagar/MicroServices,0,0,Java
124812207.0,aoflaofl/chess-move-gen,0,0,Java
125222603.0,Norderud/Genetisk-algoritme,0,0,Java
126944181.0,iamshal/cucumber-mavan,0,0,JavaScript
127346826.0,RevenueCat/purchases-android,417,80,Kotlin
128171702.0,sharmavivek123/crudvertx,0,0,Java
129688649.0,ramdafale/JAVAEE-SpringBoot-Practice-Code,1,0,
133752581.0,dipucian/align-carets,0,0,Java
136222394.0,adrianoandrade23/helloword,0,0,Java
136563720.0,rodrigogiorge/projetos,0,0,Java
137347229.0,mkkguru/springdevops,0,0,HTML
137945360.0,nrocla/DotCi,0,0,Java
138508486.0,weirdkid/Quaqua,3,1,Java
140177559.0,Aemis/Tastra,1,0,Java
140614715.0,miho/VMF,22,5,Java
141260805.0,christophe-alhalel/SimpleSample,0,0,Java
145606608.0,robertnishihara/ray,0,1,Python
145870960.0,mcgrof/fio,0,0,C
146859511.0,geewit/gw-utils,0,0,Java
148662569.0,KAMKEEL/CustomNPC-Plus,61,39,Java
150051573.0,nexost/Camunda-Kafka,0,0,Java
152861529.0,vstandera/Dictionary,0,0,Java
152979426.0,lunstudiohk/EclipseStockTechnicalAnalysis,1,1,Java
153198964.0,moltogit/stackify,0,0,Java
153435517.0,OpenCodeNames/OpenCodeNames,2,2,Java
154672115.0,aabhimittal/aabhimittal,0,0,HTML
155449985.0,ryhofix/springTest,0,0,Java
156604806.0,dandy007/playground,0,0,Python
159127404.0,ravikalla/spring-custom-security,0,0,Java
159343948.0,EvenSol/NeqSim-Colab,23,4,Jupyter Notebook
160054824.0,JuliusGruber/GitTest,0,0,Java
160477192.0,dkapil/spring-security,0,0,Java
160530865.0,equinor/neqsim,82,32,Java
161516281.0,nikhil2108/riko,0,0,Java
162004840.0,cromoteca/bfts,0,0,Java
162296221.0,amolchavan777/AwesomeProject,0,0,Java
162704141.0,mbaretti/spring-kafka,0,0,Java
162784612.0,TTTTTong/LeetCode,0,0,Java
163586680.0,kaparray/NewsDaily,353,96,Dart
165620018.0,FTBTeam/FTB-ProjectEX,35,29,Java
165671780.0,ptalluru/Spring_Boot_Assignments,0,0,Java
167503119.0,snagaraj4u/test,0,0,Java
169578429.0,qeesung/netty,0,0,Java
170300840.0,ssobue/monte-carlo-method,0,0,Java
170619653.0,liuhuan22/springboot-demo,0,0,Java
171151791.0,tomgibara/geom,0,0,Java
172808509.0,FVitor7/PES-EDITOR-PS2,6,1,Java
176123717.0,marcushennig/spinning-top,0,0,Java
176939678.0,ToniTruant/OpenClassrooms---Parcours-Android,0,0,Java
177873385.0,lucasnpires/gerenciador-financeiro,0,0,Java
178384588.0,durek1337/arenawars,0,0,JavaScript
182181095.0,theonlybex/marioGame,0,0,Java
182545063.0,kongshine/stock-tool,0,0,Java
184611677.0,YunaiV/yudao-cloud,17637,4388,Java
186283151.0,fadiensle/Aggregator,0,0,Java
190044221.0,royvanrijn/sattor,1,0,Java
190879292.0,aman-dalal/full-stack-01,0,0,Java
191384125.0,sentiance/firehose-receiver-example,0,0,JavaScript
192564808.0,kramires/Automatos,0,1,Java
192597517.0,2006-Scape/2006Scape,204,178,Java
193677272.0,tamas-hamszabo/millionverifier-real-time-api-v3,2,1,Go
194451974.0,pmckeown/dependency-track-maven-plugin,71,24,Java
194812463.0,ripred/JavaChess,16,3,Java
195909091.0,R-Gld/Fraud,5,0,Java
200096078.0,PabloMatiasFs/CargaDeDatos,0,0,HTML
201262800.0,lpenap/java-patterns-and-constructs,0,0,Java
201819237.0,valtoni/benchmarkcopyfile,1,0,Java
202784371.0,pranjal31v1/Movie-Recommender-System,0,0,Java
203214006.0,Armandolx/EstudosJava,0,0,Java
204656428.0,GincoInc/gew-kmp,4,3,Java
206398952.0,danbigma/JavaCore,0,0,Java
206414745.0,hyperledger/besu,1671,948,Java
206664226.0,lk-gov-health-hiu/chims,2,3,Java
207659746.0,demoth/jake2,73,8,Java
208081858.0,shihabcsedu09/revolut-money-transfer,1,0,Java
208410003.0,laba1203/new-game,0,0,Java
208561241.0,wo1991yxc/CaoJie,0,0,
208585978.0,dfinson/apifi,6,0,Java
208836697.0,theo546/RandomDrop,0,0,Java
210548721.0,rmsgk1381/ghkstkd,0,0,
210842288.0,mongodb/mongo-jdbc-driver,47,42,Java
212382406.0,apache/ozone,951,553,Java
214370254.0,taoshenyi/design,0,0,
216325483.0,STDevDos/java-practices,0,0,Java
218306877.0,OpenHFT/JLBH,79,6,Java
219349525.0,Alex-Yaniuk/iot,0,0,Java
219468585.0,tzttao/hospital_system,1,0,Java
219955762.0,fugerit-org/fj-doc,16,4,Java
220626380.0,Bismi-Solutions/Excel,1,0,Java
220827165.0,eruelkeroglu/dropwizard,0,0,
222607746.0,STDevLib/java-mvn-messagesresponse,0,0,Java
223258490.0,Occid3re/Chess-Engine,1,0,Java
225194766.0,halilozel1903/AndroidTVMovieParadise,179,67,Java
225620291.0,saranjith/AdventOfCode-Q1-Day1,0,0,Java
225880766.0,KomodoPlatform/komodo-wallet,268,232,Dart
227248665.0,STDevLib/java-mvn-jpautils,0,0,Java
227865294.0,diegmonti/ReverseCalculator,0,0,Java
229045803.0,Mugundhanp2497/new,0,0,Java
229207425.0,dsewnr/Tetris_Game,1,0,Java
231583729.0,talfrim/search-engine,1,0,Java
231863314.0,radiatedsaturn7/AndroidSpaceCombat,0,0,Java
232210986.0,guihaomin/Gameboy-Emulator,3,1,Java
232415845.0,DevKokko/studentHousingApplications,0,0,Java
234470885.0,oceangbr/tutorials,0,0,Java
235352629.0,fareed971/microservice-crud,0,0,Java
237385211.0,zerosfinal/Arkanoid,0,0,Java
239564453.0,ZongpengYang/jarvis_data_eng_zongpeng,0,0,Java
243611037.0,Enas-Ijaabo/MapReduce,0,0,Java
246856813.0,suresh531991/beveragefactory,0,0,HTML
248643112.0,ayteakkaya536/time-tracker,0,0,Java
249615315.0,nnstreamer/nntrainer,164,92,C++
252202124.0,BIIgZz/-Spring-Boot-,0,0,Java
253229669.0,YehHisnFu/YehHsinFu,0,0,HTML
254072939.0,rcooper85/JavaCucumberTAF,0,0,Java
255560559.0,KKcorps/incubator-pinot,0,0,Java
255754191.0,dbaldes/java.de-ircbot,3,2,Java
256866648.0,537034776e/Android,0,0,Java
257551296.0,Lotuzaka/MedAT,0,0,Java
259068938.0,mmabas77/base-swing-fx-boot,0,1,Java
261339519.0,mmoayyed/cas,0,0,Java
262028690.0,thenumericone/zerocore-crash,0,0,mcfunction
262239890.0,rovivi/Stepdroid2,0,0,Kotlin
262344010.0,AdrianLopez12/EjemploGit,0,0,HTML
262485161.0,saganawski/ks_managment,0,0,Java
266228023.0,rieckpil/testing-spring-boot-applications-masterclass,318,255,Java
268512468.0,flaviotinococoutinho/poll-app,0,0,SCSS
269916054.0,deyvidoes/TDEE-Calculator,0,0,Java
271048116.0,macalbert/write-parquet-java-demo,9,8,Java
272650274.0,Stolenskiy/MavenNeironka,0,0,CSS
273006691.0,Adri1711/RandomEvents,3,10,Java
274493474.0,motart/investmaster,0,0,Java
275993885.0,appsmithorg/appsmith,37596,4177,TypeScript
276398202.0,Tucogar/Androidrecibospy,0,0,Java
277699998.0,alansid/test,0,0,Java
279041582.0,karolgle/producer-consumer-demo,0,0,Java
279244283.0,shubhwicked/Camera,0,0,C++
279809962.0,halilozel1903/MovieDB,8,7,Java
280202104.0,SihenZhang/CrockPot,21,9,Java
280772539.0,juliuskrah/algorithms,0,0,Java
282287299.0,mohamedmomen1/project1,0,0,Java
283046497.0,airbytehq/airbyte,19011,4685,Python
283193137.0,ParthibanKesavan03/online-shopping-stores,0,0,JavaScript
284066253.0,jemishmoradiya/globalvox-Task,0,0,Java
284202628.0,fyhao/SpringPdfCreator,0,0,HTML
287525724.0,stingle/stingle-photos-android,328,31,Java
292552888.0,MicheleTomyslak/ChromeDinoHotseat,0,0,HTML
292930337.0,crisnct/metal-investment,0,0,Java
294393278.0,praveenkumarmisalolu-dev/CodeChallenging,0,1,Java
295026106.0,Kakashi000007/JTG_assignment,0,0,JavaScript
298764877.0,kongzue/DialogX,2250,234,Java
302921019.0,ThierryMarchand/ing-bank-account-kata,0,0,Java
303876408.0,cristianpinillostorres/EjercicioMVC,0,0,
307261845.0,indunet/fastproto,90,12,Java
309730396.0,MeteorDevelopment/meteor-client,2823,1149,Java
310499185.0,sahil30/cloudbeaver,0,0,
311376052.0,kejsardamberg/SimpleRestStubServer,0,0,JavaScript
312935885.0,santigec/platzi,0,0,Java
314133363.0,nishantsharmawalmart/nishantsharmawalmart.github.io,0,0,Java
314230339.0,golang-design/clipboard,708,76,Go
317102976.0,acike/workshop-basic-day-01,0,0,
320386100.0,TaalayDev/taxidriver,0,0,Java
323628986.0,18710603308/Altman,1,0,
326121014.0,jlpuebla/permutations,0,0,Java
326730091.0,glaciousm/myHouseholdEconomy,0,0,Java
329708247.0,bikramsinghlearner/sample-java-program,0,0,Java
330398957.0,nncdevel-io/doma-eclipse-config,0,0,Java
331687949.0,ayerswj/meeting-of-minds,0,1,Java
332437577.0,HawkeyNL/SurvivalPlusPlugin,0,0,Java
334413300.0,kenux196/spring-jpa-learn,0,0,Java
335085152.0,yJulian/MerlyBot,0,0,Java
337254376.0,809144633/CustomHtmlParser,0,0,Java
337320661.0,ksuyan12/employee,0,0,Java
337406052.0,Octo-Studios/relics,49,43,Java
338590963.0,mistermongi/test,0,0,
339433828.0,Ajii3006/Ajii3006,0,0,JavaScript
340565589.0,ahussien/test,0,0,Java
340986945.0,pietrodp/HouseScraping,0,0,HTML
341052382.0,GrimAnticheat/Grim,1319,422,Java
341636607.0,rpuch/pulsar-reactive-client,5,1,Java
342764899.0,Epic-Breakfast-Productions/OpenQuarterMaster,38,10,Java
342828224.0,helloworld9342/unkonwn-engine,0,0,
343198267.0,Mobidat/MicrostreamHackathon,0,0,Java
344106276.0,eslam-aboutaleb/AutomationPractice,1,0,HTML
344590131.0,Nanu-star/ChickenTest,0,0,Java
345393192.0,ladamski011/MyGradle,0,0,Java
345729845.0,Onke/SOS,0,0,Java
346657548.0,millfreedom/TestWor,0,0,Java
348252374.0,shelang/aghab,2,0,Java
348750097.0,MobileID-Strong-Authentication/mobileid-client-java,3,4,Java
349391405.0,pavankumar636/hello-world,0,0,Java
350455175.0,eroshenkoam/allure-testops-utils,17,7,Java
352626985.0,wooky94/ReactiveWorkers,0,0,Java
353823389.0,Vignesh1911/gitHubStory,0,0,
359697905.0,pritishvpatil/config-server,0,0,
362003572.0,KAMKEEL/Plugin-Mod,5,4,Java
362276910.0,jmazanec15/k-NN-1,2,0,Java
363470256.0,gautamkct/spring-boot-crud,0,0,Java
364240871.0,krotname/Codewars,0,0,Java
370766956.0,vishal210893/DockerPoc-1,0,0,Java
371820799.0,marcosvbarra/spring-basics,0,0,Java
373216754.0,RoyeA/project3,0,0,Jupyter Notebook
377076819.0,dmercuriali/blazingcache,0,0,Java
378083526.0,neelapuviay/limits-services,0,0,Java
378625053.0,isurulankathilaka/driwAssignmentBackend,0,0,Java
379837824.0,flyingcat1004/todoApp,0,0,HTML
380375606.0,bounce18/bounce18,0,0,
382686444.0,TelmoSalvado/SmartAgriculture,0,0,Java
382993248.0,sectorcode/JAVA,0,1,Java
384474880.0,REDE-VONIX/TacoSpigot,0,0,
384561719.0,tupchiienko/online-shop,1,0,Java
386758541.0,Veadro/launch,0,0,Java
386808393.0,Magma-Foundation/Magma,5,2,Java
387642553.0,markelliot/barista,12,10,Java
389393066.0,SandeepN97/Blogpost,1,1,Java
394047538.0,rohitguta2432/my-expense,0,0,Java
397752509.0,jasvir340/bcryptGenerator,0,0,Java
400535557.0,wasimakram777/javawebapp,1,117,Java
401621478.0,OpenHFT/Posix,4,5,Java
401675149.0,anujamM/RestAssuredDemo,2,0,HTML
402945349.0,StarRocks/starrocks,10390,2065,Java
406448740.0,ezeh2/Small_Java_Samples,0,0,Java
410622915.0,FarmVivi/discordbot-core,0,0,Java
410715271.0,wcw0329/RuoYi-fast,0,0,HTML
411562933.0,Hangman/TuningFork,36,5,Java
411845851.0,philpaz/jersey-demo,0,0,Java
415022908.0,calledlvkas/BungeeCord,0,0,Java
416797091.0,doribd/java17_21,1,0,Java
419820200.0,rokon12/rokon12,1,0,Java
421820611.0,OpenHFT/Chronicle-Test-Framework,26,4,Java
422162781.0,venkat1122/azure-aks-kubernetes-masterclass,0,0,HCL
422257134.0,tzve/Langton-s-Ant,0,0,Java
423787810.0,mpeki/dod,1,0,Java
425144226.0,Juanfezaga/pruebaTecnicaKonecta,0,0,Java
426815095.0,JavierSerranoAlvarado/BackendEasterEgg,0,0,Java
429246821.0,AllenLVieira/FlashFood,0,0,Java
430749584.0,OneKeyHQ/app-monorepo,1995,414,TypeScript
430999502.0,CZERTAINLY/CZERTAINLY-Core,5,13,Java
431918505.0,open4good/open4goods,20,12,Java
435206030.0,Rathnakumar830/Springboot-JSP,0,0,Java
435359027.0,seino-ta/springSample,0,0,Java
435467272.0,venumadhavkaza/Mumo,0,0,Java
435635221.0,pavelpisakov/advent-of-code-2021,0,0,Java
436374608.0,PauloAndersonN/Servlet1CursoAlura,0,0,Java
437764844.0,kiran116/product,0,0,Java
443358748.0,frankTheTank72/signum-node,0,0,Java
444942963.0,miho/AsyncUtils,6,1,Java
448603054.0,xang555/flutter_biometrics_crypto,1,2,Java
453140281.0,andrewsdosreis/rock-paper-scissors,0,0,Java
453994171.0,anildhangar69/Spring-MVC-Tutorials,0,0,Java
456170849.0,kajeli7/android-audio-recorder,0,0,Java
456935840.0,NieKam/smart-flight,2,1,Kotlin
457603944.0,JCASTANO/ingsw3,2,0,Java
459137667.0,soyvural/spring-data-dynamoDB,3,0,Java
460581009.0,Dmytro-Gidl/restaurant-spring-boot,0,0,Java
464393278.0,AsyncTI4/TI4_map_generator_bot,46,56,Java
464639763.0,xang555/flutter_exit_app,11,6,Dart
465393123.0,Coccoonx/vending-machine,0,0,Java
466401673.0,jinopapo-keiba/keiba-api,0,0,Java
467956501.0,sourabhnamdev/JwtAuthentication,0,0,Java
470192349.0,mickzuelch/BallEater,0,0,Java
471340692.0,taqu13579/cleanArchitecture,0,0,Java
471977345.0,dji-sdk/Mobile-SDK-Android-V5,368,193,Java
474521818.0,JustinStrik/SerVCBooks,0,0,Java
475192896.0,Study-Tracker/Study-Tracker,24,5,Java
477509249.0,Yoon-HP/Algorithm-study,0,0,Python
478047127.0,ds-jhartmann/steam-inventory-tracker,0,0,Java
478816595.0,Kimyee369/KImyee,0,0,JavaScript
479974329.0,04akvs/demo-repo2,0,0,Java
480580838.0,itsranasalah/itsranasalah,0,0,
481191913.0,Kornylo/ui-tests-cucumber,0,0,Java
482806071.0,LucGamesYT/EasyMySQL,0,0,Kotlin
483598169.0,csitte/autocloseablelock,0,0,Java
483857118.0,MedouneSGB/Tawfekh-Editor,13,0,Java
484796823.0,j10czar/GroupMessagingDemo,0,0,Java
485903089.0,athan37/AddressBook,1,0,Java
486536262.0,AddstarMC/ExoticGarden,0,0,Java
486932408.0,hisano/wasm-interpreter-on-java,9,2,WebAssembly
487151492.0,takashimatsukubo/takashi-web,0,0,Java
487499658.0,rahulraogrr/hms,2,0,Java
489070777.0,hedoluna/fft,10,0,Java
490121098.0,prezdev88/crossword,0,0,Java
490433309.0,openfga/sdk-generator,24,54,Mustache
494754219.0,robfrank/exercises,3,0,Java
502921049.0,sarsdin/biblewith,0,0,Java
503345509.0,konturio/disaster-ninja-be,11,3,Java
503715940.0,ukhid/MyNoteApp,0,0,Java
505431286.0,CTW8/lzplayer,0,0,C
505903507.0,xntinl/demo-retrofit,0,0,Java
509530350.0,mintjamsinc/cms0,0,0,Java
510225124.0,badhusha618/SmartOutlet-POS,0,0,Java
512225547.0,Pawlisk/Drukarnia,0,1,Java
512337747.0,zykoytz/G-Translator,0,0,Java
515302020.0,Cap-go/capacitor-inappbrowser,95,75,Java
519909104.0,VerisimilitudeX/DNAnalyzer,155,67,Java
520798068.0,OnderTzn/CMS-Backend,0,0,Java
520881429.0,jkfrln/vscodetest,0,0,Python
521461829.0,leco123/algafood,7,1,Java
521553686.0,Karlen999/edu-management-system,0,0,JavaScript
522207483.0,hardlif/px_to_rpx,0,0,
522869115.0,MihaiCristianCondrea/Low-Brightness-for-Android,11,0,Kotlin
523880274.0,zxul767/lox,1,0,C
526003017.0,miocat2876/mailServer,0,0,Java
527237941.0,ALEXGREENCH/jimm,0,0,
527335976.0,NizarNasraoui1/crm-backend,0,0,Java
527787144.0,USS-Shenzhou/MadParticle,200,4,Java
529005555.0,nmaguiar/java-socks-proxy-server,0,0,Java
529706884.0,willianguerino/projetosjava,0,0,Java
533772743.0,lccardoso/webServices,0,0,Java
535770524.0,IvanCl4udio/users-api-java,2,0,Java
538367786.0,luohaha/starrocks,0,1,Java
542586416.0,eightman999/UN-GO,0,0,Java
544177003.0,gabriel-lucas-a-silva/feign-client-exception-handling,0,0,Java
544297773.0,ALEXGREENCH/JasmineIM,1,0,Java
544397595.0,nurkert/java-gamengine,0,0,Java
547847699.0,MehmetAkifff/Basic-Java-Projects,0,0,CSS
551079079.0,Apurva007/pulsar,0,0,Java
553799538.0,Rilith/DungeonsAndDwarves,0,0,Java
556485423.0,JhonEx/auth-service,0,0,Java
557015475.0,AddstarMC/SlackControl,0,0,Java
558278105.0,GenMario96/BankExercise,0,0,Java
564576072.0,Mglaubert/chess-system-java,1,0,Java
566430598.0,shakeebtufail/FlightApiTask,0,0,Java
566672905.0,KyoheiAT/message_board,0,0,Java
566891723.0,nykytatalysman/BitcoinCatcher,0,0,Java
568812323.0,FITER1/fineract-template,1,6,Java
569598582.0,giuseppelanzi/BluetoothSerial,2,2,Java
572370912.0,girasolenergy/openems-fork,0,0,Java
572740776.0,gqns100/AtlasForms,0,0,HTML
573433497.0,makingme/FileQueueHelper,1,0,Java
576041139.0,orkhanibrahim/resume,0,0,HTML
576754610.0,SovereignCraft/Sovereign-Craft-Economy,0,0,Java
577274848.0,monmun018/flashcard,0,0,Java
578593716.0,acceldata-io/sqoop,0,2,Java
